ticker,cik,symbol,description,gics_sector,equity_securities,cap_size,sector_revenue_total_(trillions),total_cap_(trillions)
AAMC,1555074,AAMC,Altisource Asset Management Corp,Real Estate,Common stocks,Micro cap,0.6,46.3
IRIX,1006045,IRIX,Iridex Corp,Health Care,Common stocks,Micro cap,2.8,46.3
SOHO,1301236,SOHO,Sotherly Hotels Inc,Real Estate,REITs,Micro cap,0.6,46.3
VERB,1566610,VERB,"Verb Technology Company, Inc.",Information Technology,Common stocks,Micro cap,5.8,46.3
APLT,1697532,APLT,"Applied Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
SNTG,1810467,SNTG,Sentage Holdings Inc.,Financials,Common stocks,Micro cap,2.7,46.3
TISI,318833,TISI,Team Inc,Industrials,Common stocks,Micro cap,2.7,46.3
CHCI,1299969,CHCI,Comstock Holding Companies Inc Cla,Real Estate,Common stocks,Micro cap,0.6,46.3
RMCF,1616262,RMCF,Rocky Mountain Chocolate Factory,Consumer Staples,Common stocks,Micro cap,2.6,46.3
ID,1698113,ID,"PARTS iD, Inc. Class A",Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
TPHS,724742,TPHS,Trinity Place Holdings Inc,Real Estate,Common stocks,Micro cap,0.6,46.3
ANY,1591956,ANY,Sphere 3D Corp.,Information Technology,Common stocks,Micro cap,5.8,46.3
DMAC,1401040,DMAC,Diamedica Therapeutics Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
ENTX,1638097,ENTX,Entera Bio Ltd,Health Care,Common stocks,Micro cap,2.8,46.3
VTGN,1411685,VTGN,"Vistagen Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
VIAO,1769116,VIAO,VIA optronics AG ADRs,Information Technology,ADRs,Micro cap,5.8,46.3
MRKR,1094038,MRKR,Marker Therapeutics Inc,Health Care,Common stocks,Micro cap,2.8,46.3
PPBT,1614744,PPBT,Purple Biotech Ltd. ADRs,Health Care,ADRs,Micro cap,2.8,46.3
GURE,885462,GURE,Gulf Resources Inc.,Materials,Common stocks,Micro cap,0.9,46.3
ZEST,1437491,ZEST,Ecoark Holdings Inc.,Energy,Common stocks,Micro cap,2.2,46.3
LTBR,1084554,LTBR,Lightbridge Corp,Energy,Common stocks,Micro cap,2.2,46.3
VERO,1409269,VERO,Venus Concept Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
AVRO,1681087,AVRO,Avrobio Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
CMMB,1534248,CMMB,Chemomab Therapeutics Ltd.  ADRs,Health Care,ADRs,Small cap,2.8,46.3
UIHC,1401521,UIHC,United Insurance Holdings Corp,Financials,Common stocks,Micro cap,2.7,46.3
GTEC,1735041,GTEC,Greenland Technologies Holding Corporation,Industrials,Common stocks,Micro cap,2.7,46.3
SNMP,1362705,SNMP,Sanchez Midstream Partners LP,Energy,MLPs,Micro cap,2.2,46.3
IVC,742112,IVC,Invacare Corp,Health Care,Common stocks,Micro cap,2.8,46.3
CPIX,1087294,CPIX,Cumberland Pharmaceuticals Inc,Health Care,Common stocks,Micro cap,2.8,46.3
PMD,806517,PMD,Psychemedics Corp,Health Care,Common stocks,Micro cap,2.8,46.3
TCON,1394319,TCON,Tracon Pharmaceuticals Inc,Health Care,Common stocks,Micro cap,2.8,46.3
CSPI,356037,CSPI,Csp Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
XIN,1398453,XIN,Xinyuan Real Estate ADRs,Real Estate,ADRs,Micro cap,0.6,46.3
PBBK,1849670,PBBK,"PB Bankshares, Inc.",Financials,Common stocks,Micro cap,2.7,46.3
ITRG,1722387,ITRG,Integra Resources Corp.,Materials,Common stocks,Micro cap,0.9,46.3
MARK,1368365,MARK,Remark Holdings Inc,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
NTRB,1676047,NTRB,Nutriband Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
IFBD,1815566,IFBD,"Infobird Co., Ltd",Information Technology,Common stocks,Micro cap,5.8,46.3
ESP,33533,ESP,Espey Manufacturing And Electronic,Industrials,Common stocks,Micro cap,2.7,46.3
SABS,1833214,SABS,"SAB Biotherapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
OMEX,798528,OMEX,Odyssey Marine Exploration Inc,Industrials,Common stocks,Micro cap,2.7,46.3
SOPA,1817511,SOPA,Society Pass Incorporated,Communication Services,Common stocks,Micro cap,1.6,46.3
HUGE,1771885,HUGE,FSD Pharma Inc. - Class B Subordinate Voting Shares,Communication Services,Common stocks,Micro cap,1.6,46.3
GLYC,1253689,GLYC,Glycomimetics Inc,Health Care,Common stocks,Micro cap,2.8,46.3
SIEN,1551693,SIEN,Sientra Inc,Health Care,Common stocks,Micro cap,2.8,46.3
ACST,1444192,ACST,Acasti Pharma Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
ECOR,1560258,ECOR,Electrocore Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
NVOS,1138978,NVOS,Novo Integrated Sciences Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
COCP,1412486,COCP,Cocrystal Pharma Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
TAYD,96536,TAYD,Taylor Devices Inc,Industrials,Common stocks,Micro cap,2.7,46.3
XPL,917225,XPL,Solitario Exploration And Royalty,Materials,Common stocks,Micro cap,0.9,46.3
PT,1716338,PT,Pintec Technology Holdings Limited ADRs of Class A,Information Technology,ADRs,Micro cap,5.8,46.3
LPTH,889971,LPTH,Lightpath Technologies Inc Class A,Information Technology,Common stocks,Micro cap,5.8,46.3
MTEX,1056358,MTEX,Mannatech Inc,Consumer Staples,Common stocks,Micro cap,2.6,46.3
GTIM,825324,GTIM,Good Times Restaurants Inc,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
SSKN,1051514,SSKN,Strata Skin Sciences Inc,Health Care,Common stocks,Micro cap,2.8,46.3
NMTC,1500198,NMTC,NeuroOne Medical Technologies Corporation,Health Care,Common stocks,Micro cap,2.8,46.3
ANGN,1601485,ANGN,Angion Biomedica Corp.,Health Care,Common stocks,Micro cap,2.8,46.3
KINS,33992,KINS,Kingstone Companies Inc,Financials,Common stocks,Micro cap,2.7,46.3
RCOR,1799850,RCOR,"Renovacor, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
DTSS,1631282,DTSS,Datasea Inc.,Industrials,Common stocks,Micro cap,2.7,46.3
FTFT,1066923,FTFT,Future Fintech Group Inc.,Information Technology,Common stocks,Micro cap,5.8,46.3
WTT,878828,WTT,Wireless Telecom Group Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
BCDA,925741,BCDA,"BioCardia, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
OPFI,1818502,OPFI,OppFi Inc. Class A,Financials,Common stocks,Micro cap,2.7,46.3
UTRS,1452965,UTRS,"Minerva Surgical, Inc",Health Care,Common stocks,Micro cap,2.8,46.3
NYMX,1018735,NYMX,Nymox Pharmaceutical Corp,Health Care,Common stocks,Micro cap,2.8,46.3
XFOR,1501697,XFOR,"X4 Pharmaceuticals, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
TRVN,1429560,TRVN,Trevena Inc,Health Care,Common stocks,Micro cap,2.8,46.3
ABIO,907654,ABIO,Arca Biopharma Inc,Health Care,Common stocks,Micro cap,2.8,46.3
UGRO,1706524,UGRO,urban-gro Inc,Industrials,Common stocks,Micro cap,2.7,46.3
CGRN,1009759,CGRN,Capstone Green Energy Corporation,Industrials,Common stocks,Micro cap,2.7,46.3
FKWL,722572,FKWL,Franklin Wireless Corp.,Information Technology,Common stocks,Micro cap,5.8,46.3
AFIB,1522860,AFIB,"Acutus Medical, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
OGEN,1174940,OGEN,Oragenics Inc,Health Care,Common stocks,Small cap,2.8,46.3
MDVL,1402479,MDVL,"MedAvail Holdings, Inc.",Consumer Staples,Common stocks,Micro cap,2.6,46.3
APTX,1674365,APTX,Aptinyx Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
CTHR,1015155,CTHR,Charles And Colvard Ltd,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
BBGI,1099160,BBGI,Beasley Broadcast Group Inc Class A,Communication Services,Common stocks,Micro cap,1.6,46.3
IDAI,1718939,IDAI,T Stamp Inc. Class A,Information Technology,Common stocks,Micro cap,5.8,46.3
RNWK,1046327,RNWK,Realnetworks Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
QNRX,1671502,QNRX,"Quoin Pharmaceuticals, Ltd. ADRs",Health Care,ADRs,Micro cap,2.8,46.3
KAVL,1762239,KAVL,"Kaival Brands Innovations Group, Inc.",Consumer Staples,Common stocks,Micro cap,2.6,46.3
MCLD,1756499,MCLD,mCloud Technologies Corp.,Information Technology,Common stocks,Micro cap,5.8,46.3
CVV,766792,CVV,Cvd Equipment Corp,Information Technology,Common stocks,Micro cap,5.8,46.3
RVPH,1742927,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
CLPS,1724542,CLPS,CLPS Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
ZIVO,1101026,ZIVO,Zivo Bioscience Inc.,Consumer Staples,Common stocks,Micro cap,2.6,46.3
AKTX,1541157,AKTX,Akari Therapeutics PLC ADRs,Health Care,ADRs,Micro cap,2.8,46.3
ACRX,1427925,ACRX,Acelrx Pharmaceuticals Inc,Health Care,Common stocks,Micro cap,2.8,46.3
LODE,1120970,LODE,Comstock Mining Inc,Energy,Common stocks,Micro cap,2.2,46.3
GLBS,1499780,GLBS,Globus Maritime Limited,Industrials,Common stocks,Micro cap,2.7,46.3
CORR,1347652,CORR,"CorEnergy Infrastructure Trust, Inc",Real Estate,REITs,Micro cap,0.6,46.3
DLPN,1282224,DLPN,Dolphin Entertainment Inc.,Communication Services,Common stocks,Micro cap,1.6,46.3
PPSI,1449792,PPSI,Pioneer Power Solutions Inc,Industrials,Common stocks,Micro cap,2.7,46.3
CNTG,1757097,CNTG,Centogene N.V.,Health Care,Common stocks,Micro cap,2.8,46.3
MTR,313364,MTR,Mesa Royalty Trust,Financials,Royalty trusts,Micro cap,2.7,46.3
CYN,1874097,CYN,Cyngn Inc.,Information Technology,Common stocks,Micro cap,5.8,46.3
SGRP,1004989,SGRP,Spar Group Inc,Communication Services,Common stocks,Micro cap,1.6,46.3
AIM,946644,AIM,AIM ImmunoTech Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
IMCC,1792030,IMCC,IM Cannabis Corp.,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
WVVI,838875,WVVI,Willamette Valley Vineyards Inc,Consumer Staples,Common stocks,Micro cap,2.6,46.3
SPRO,1701108,SPRO,Spero Therapeutics,Health Care,Common stocks,Micro cap,2.8,46.3
OCG,1776067,OCG,Oriental Culture Holding LTD,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
FFHL,1381074,FFHL,Fuwei Films (Holdings) Co. Ltd.,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
CHEK,1610590,CHEK,Check-Cap Ltd.,Health Care,Common stocks,Micro cap,2.8,46.3
VJET,1582581,VJET,voxeljet AG ADRs,Information Technology,ADRs,Micro cap,5.8,46.3
AAU,1015647,AAU,Almaden Minerals Ltd.,Materials,Common stocks,Micro cap,0.9,46.3
FRLN,1810031,FRLN,Freeline Therapeutics Holdings plc  ADRs,Health Care,Common stocks,Micro cap,2.8,46.3
VINE,1880343,VINE,"Fresh Vine Wine, Inc",Consumer Staples,Common stocks,Micro cap,2.6,46.3
VINC,1796129,VINC,"Vincera Pharma, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
OCC,1000230,OCC,Optical Cable Corp,Information Technology,Common stocks,Micro cap,5.8,46.3
AYRO,1086745,AYRO,"AYRO, Inc.",Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
NSYS,722313,NSYS,Nortech Systems Incorporated,Information Technology,Common stocks,Micro cap,5.8,46.3
FWBI,1604191,FWBI,"First Wave BioPharma, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
FNGR,1602409,FNGR,FingerMotion Inc,Communication Services,Common stocks,Micro cap,1.6,46.3
WTRH,1653247,WTRH,Waitr Holdings Inc.,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
SGMA,915358,SGMA,Sigmatron International Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
ONCR,1671818,ONCR,"Oncorus, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
BSGM,1530766,BSGM,Biosig Technologies Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
ICD,1537028,ICD,Independence Contract Drilling Inc,Energy,Common stocks,Micro cap,2.2,46.3
BRN,10048,BRN,Barnwell Industries Inc,Energy,Common stocks,Micro cap,2.2,46.3
SNGX,812796,SNGX,"Soligenix, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
VEEE,1855509,VEEE,Twin Vee PowerCats Co.,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
PLAG,1117057,PLAG,Planet Green Holdings Corp.,Consumer Staples,Common stocks,Micro cap,2.6,46.3
SLGG,1621672,SLGG,"Super League Gaming, Inc.",Communication Services,Common stocks,Micro cap,1.6,46.3
ELEV,1783032,ELEV,"Elevation Oncology, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
DCTH,872912,DCTH,Delcath Systems Inc,Health Care,Common stocks,Micro cap,2.8,46.3
DTEA,1627606,DTEA,Davidstea Inc.,Consumer Staples,Common stocks,Micro cap,2.6,46.3
ABVC,1173313,ABVC,American BriVision (Holding) Corporation,Health Care,Common stocks,Micro cap,2.8,46.3
NXTP,1372183,NXTP,"NextPlay Technologies, Inc.",Communication Services,Common stocks,Micro cap,1.6,46.3
DGLY,1342958,DGLY,Digital Ally Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
SVT,89140,SVT,Servotronics Inc,Industrials,Common stocks,Micro cap,2.7,46.3
MRM,1819704,MRM,MEDIROM Healthcare Technologies Inc. ADRs,Consumer Discretionary,ADRs,Micro cap,2.9,46.3
GLBZ,890066,GLBZ,Glen Burie Bancorp,Financials,Common stocks,Micro cap,2.7,46.3
GBNY,1823365,GBNY,"Generations Bancorp NY, Inc.",Financials,Common stocks,Micro cap,2.7,46.3
DAIO,351998,DAIO,Data I O Corp,Information Technology,Common stocks,Micro cap,5.8,46.3
IKT,1750149,IKT,"Inhibikase Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
BXRX,1780097,BXRX,"Baudax Bio, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
PATI,1616741,PATI,Patriot Transportation Holding Inc,Industrials,Common stocks,Micro cap,2.7,46.3
AATC,943034,AATC,Autoscope Technologies Corporation,Information Technology,Common stocks,Micro cap,5.8,46.3
UBX,1463361,UBX,Unity Biotechnology Inc,Health Care,Common stocks,Micro cap,2.8,46.3
HYRE,1713832,HYRE,Hyrecar Inc.,Industrials,Common stocks,Micro cap,2.7,46.3
IGC,1326205,IGC,India Globalization Capital Inc.,Industrials,Common stocks,Micro cap,2.7,46.3
SDIG,1856028,SDIG,"Stronghold Digital Mining, Inc.",Information Technology,Common stocks,Micro cap,5.8,46.3
ATNF,1690080,ATNF,180 Life Sciences Corp.,Health Care,Common stocks,Micro cap,2.8,46.3
ISUN,1634447,ISUN,"iSun, Inc.",Industrials,Common stocks,Micro cap,2.7,46.3
EKSO,1549084,EKSO,Ekso Bionics Inc,Health Care,Common stocks,Micro cap,2.8,46.3
SLNH,64463,SLNH,"Soluna Holdings, Inc.",Information Technology,Common stocks,Micro cap,5.8,46.3
PETV,1512922,PETV,PetVivo Holdings Inc,Health Care,Common stocks,Micro cap,2.8,46.3
MRIN,1389002,MRIN,Marin Software Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
BPTH,1133818,BPTH,Bio Path Holdings Inc,Health Care,Common stocks,Micro cap,2.8,46.3
DALN,1413898,DALN,DallasNews Corporation - Series A,Communication Services,Common stocks,Micro cap,1.6,46.3
EBET,1829966,EBET,"eSports Technologies, Inc.",Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
USAU,27093,USAU,U.S. Gold Corp.,Materials,Common stocks,Micro cap,0.9,46.3
MF,1851682,MF,Missfresh Limited ADRs,Financials,ADRs,Micro cap,2.7,46.3
ZCMD,1785566,ZCMD,Zhongchao Inc. - Class A,Health Care,Common stocks,Micro cap,2.8,46.3
KTTA,1841330,KTTA,Pasithea Therapeutics Corp.,Health Care,Common stocks,Micro cap,2.8,46.3
SOBR,1425627,SOBR,"SOBR Safe, Inc.",Information Technology,Common stocks,Micro cap,5.8,46.3
VVOS,1716166,VVOS,"Vivos Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
AGLE,1636282,AGLE,Aeglea Biotherapeutics Inc,Health Care,Common stocks,Micro cap,2.8,46.3
BTCM,1517496,BTCM,BIT Mining Limited ADRs,Information Technology,ADRs,Micro cap,5.8,46.3
CRBP,1595097,CRBP,Corbus Pharmaceuticals Holdings Inc,Health Care,Common stocks,Micro cap,2.8,46.3
SONX,1407973,SONX,"Sonendo, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
SBET,1025561,SBET,SharpLink Gaming Ltd.,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
ERYP,1624422,ERYP,Erytech Pharma S.A. ADRs,Health Care,ADRs,Micro cap,2.8,46.3
DSS,771999,DSS,Document Security System Inc,Industrials,Common stocks,Micro cap,2.7,46.3
GENE,1166272,GENE,Genetic Technologies ADRs,Health Care,ADRs,Micro cap,2.8,46.3
ARDS,1614067,ARDS,Aridis Pharmaceuticals Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
VISL,1565228,VISL,"Vislink Technologies, Inc.",Information Technology,Common stocks,Micro cap,5.8,46.3
MODD,1074871,MODD,"Modular Medical, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
ALRN,1420565,ALRN,Aileron Therapeutics Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
AGRI,1826397,AGRI,AgriFORCE  Growing Systems Ltd.,Consumer Staples,Common stocks,Micro cap,2.6,46.3
POAI,1446159,POAI,Predictive Oncology Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
CVR,19871,CVR,Chicago Rivet And Machine,Industrials,Common stocks,Micro cap,2.7,46.3
SGBX,1023994,SGBX,"SG Blocks, Inc.",Industrials,Common stocks,Micro cap,2.7,46.3
ATHE,1131343,ATHE,Alterity Therapeutics Limited ADRs,Health Care,ADRs,Micro cap,2.8,46.3
SIOX,1636050,SIOX,Sio Gene Therapies Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
CABA,1759138,CABA,"Cabaletta Bio, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
IPW,1830072,IPW,iPower Inc.,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
JUPW,1760903,JUPW,"Jupiter Wellness, Inc.",Consumer Staples,Common stocks,Micro cap,2.6,46.3
FWP,1604924,FWP,Forward Pharma ADRs,Health Care,ADRs,Micro cap,2.8,46.3
AEY,874292,AEY,Addvantage Technologies Group Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
TRIB,888721,TRIB,Trinity Biotech PLC ADRs of Class A shares,Health Care,ADRs,Micro cap,2.8,46.3
ZKIN,1687451,ZKIN,"Zk International Group Co., Ltd",Materials,Common stocks,Micro cap,0.9,46.3
ONTX,1130598,ONTX,Onconova Therapeutics Inc,Health Care,Common stocks,Micro cap,2.8,46.3
BSQR,1054721,BSQR,Bsquare Corp,Information Technology,Common stocks,Micro cap,5.8,46.3
NCTY,1296774,NCTY,The9  Limited ADRs,Information Technology,ADRs,Micro cap,5.8,46.3
VCNX,1205922,VCNX,"Vaccinex, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
EDUC,31667,EDUC,Educational Development Corp,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
QTT,1733298,QTT,Qutoutiao Inc. ADRs,Communication Services,ADRs,Unknown,1.6,46.3
IDRA,861838,IDRA,Idera Pharmaceuticals Inc,Health Care,Common stocks,Micro cap,2.8,46.3
CHNR,793628,CHNR,China Natural Resources Inc.,Materials,Common stocks,Micro cap,0.9,46.3
BSFC,1730773,BSFC,Blue Star Foods Corp.,Consumer Staples,Common stocks,Micro cap,2.6,46.3
EFTR,1828522,EFTR,"eFFECTOR Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
PYPD,1611842,PYPD,PolyPid Ltd.,Health Care,Common stocks,Micro cap,2.8,46.3
EDSA,1540159,EDSA,"Edesa Biotech, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
PRPO,1043961,PRPO,"Precipio, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
FSI,1069394,FSI,Flexible Solutions International Inc.,Materials,Common stocks,Micro cap,0.9,46.3
FHS,1786182,FHS,"First High-School Education Group Co., Ltd. ADRs of Class A",Consumer Discretionary,ADRs,Micro cap,2.9,46.3
CDAK,1659352,CDAK,"Codiak BioSciences, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
TLIS,1584751,TLIS,Talis Biomedical Corporation,Health Care,Common stocks,Micro cap,2.8,46.3
GRAY,1534133,GRAY,"Graybug Vision, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
ONCS,1444307,ONCS,Oncosec Medical Inc,Health Care,Common stocks,Micro cap,2.8,46.3
SECO,1633441,SECO,Secoo Holding Limited ADRs,Consumer Discretionary,ADRs,Micro cap,2.9,46.3
NNVC,1379006,NNVC,Nanoviricides Inc,Health Care,Common stocks,Micro cap,2.8,46.3
RNXT,1574094,RNXT,"RenovoRx, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
TAIT,942126,TAIT,Taitron Components Inc Class A,Information Technology,Common stocks,Micro cap,5.8,46.3
NISN,1603993,NISN,"NiSun Intl Enterprise Development Group Co, Ltd - Class A",Industrials,Common stocks,Micro cap,2.7,46.3
VQS,1777765,VQS,VIQ Solutions Inc.,Information Technology,Common stocks,Micro cap,5.8,46.3
EZFL,1817004,EZFL,"EzFill Holdings, Inc.",Energy,Common stocks,Micro cap,2.2,46.3
ELTK,1024672,ELTK,Eltek Ltd.,Information Technology,Common stocks,Micro cap,5.8,46.3
HALL,819913,HALL,Hallmark Financial Services Inc,Financials,Common stocks,Micro cap,2.7,46.3
NRSN,1875091,NRSN,NeuroSense Therapeutics Ltd.,Health Care,Common stocks,Micro cap,2.8,46.3
NURO,1289850,NURO,Neurometrix Inc,Health Care,Common stocks,Micro cap,2.8,46.3
DGHI,1854368,DGHI,Digihost Technology Inc. Subordinate Voting Shares,Information Technology,Common stocks,Micro cap,5.8,46.3
AMPE,1411906,AMPE,Ampio Pharmaceuticals Inc,Health Care,Common stocks,Micro cap,2.8,46.3
MDJH,1741534,MDJH,MDJM LTD,Real Estate,Common stocks,Micro cap,0.6,46.3
AGE,1708599,AGE,"Agex Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
GVP,944480,GVP,Gse Systems Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
KALA,1479419,KALA,Kala Pharmaceuticals Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
WHLM,1013706,WHLM,Wilhelmina International Inc,Industrials,Common stocks,Micro cap,2.7,46.3
CREG,721693,CREG,China Recycling Energy Corporation,Industrials,Common stocks,Micro cap,2.7,46.3
SGTX,1821323,SGTX,"Sigilon Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
IHT,82473,IHT,Innsuites Hospitality Trust,Real Estate,Common stocks,Micro cap,0.6,46.3
INDP,1857044,INDP,"Indaptus Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
XELB,1083220,XELB,Xcel Brands Inc,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
MOXC,1864055,MOXC,Moxian Inc.,Information Technology,Common stocks,Micro cap,5.8,46.3
AUVI,1811109,AUVI,"Applied UV, Inc.",Industrials,Common stocks,Micro cap,2.7,46.3
RAVE,718332,RAVE,Rave Restaurant Group Inc,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
ARAV,1513818,ARAV,Aravive Inc,Health Care,Common stocks,Micro cap,2.8,46.3
CKX,352955,CKX,Ckx Lands Inc,Real Estate,Common stocks,Micro cap,0.6,46.3
SDPI,1600422,SDPI,Superior Drilling Products Inc,Energy,Common stocks,Micro cap,2.2,46.3
CLVR,1819615,CLVR,Clever Leaves Holdings Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
ACER,1069308,ACER,Acer Therapeutics Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
QTNT,1596946,QTNT,Quotient Ltd,Health Care,Common stocks,Micro cap,2.8,46.3
MRAI,1844392,MRAI,"Marpai, Inc.",Financials,Common stocks,Micro cap,2.7,46.3
APWC,1026980,APWC,Asia Pacific Wire & Cable Corporation Limited,Information Technology,Common stocks,Micro cap,5.8,46.3
WAVE,1846715,WAVE,Eco Wave Power Global AB ADRs,Utilities,ADRs,Micro cap,,
NILE,896493,NILE,"BitNile Holdings, Inc.",Industrials,Common stocks,Micro cap,2.7,46.3
MTCR,1634379,MTCR,"Metacrine, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
LSF,1650696,LSF,"Laird Superfood, Inc.",Consumer Staples,Common stocks,Micro cap,2.6,46.3
DXYN,29332,DXYN,Dixie Group Inc Class A,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
VVPR,1681348,VVPR,Vivopower International Plc,Utilities,Common stocks,Micro cap,,
MNPR,1645469,MNPR,Monopar Therapeutics Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
SQFT,1080657,SQFT,"Presidio Property Trust, Inc.",Real Estate,REITs,Micro cap,0.6,46.3
FEMY,1339005,FEMY,Femasys Inc,Health Care,Common stocks,Micro cap,2.8,46.3
ONVO,1497253,ONVO,Organovo Holdings Inc,Health Care,Common stocks,Micro cap,2.8,46.3
RCRT,1462223,RCRT,Recruiter.com Group Inc.,Industrials,Common stocks,Micro cap,2.7,46.3
FBRX,1419041,FBRX,"Forte Biosciences, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
LCI,57725,LCI,Lannett Company Inc,Health Care,Common stocks,Micro cap,2.8,46.3
LYL,1682241,LYL,Dragon Victory International Limited,Financials,Common stocks,Micro cap,2.7,46.3
KZIA,1075880,KZIA,Kazia Therapeutics ADRs,Health Care,ADRs,Micro cap,2.8,46.3
MDIA,1784254,MDIA,Mediaco Holding Inc. - Class A,Communication Services,Common stocks,Micro cap,1.6,46.3
VYNT,1349929,VYNT,"Vyant Bio, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
IDW,1463833,IDW,IDW Media Holdings Class B,Communication Services,Common stocks,Micro cap,1.6,46.3
WYY,1034760,WYY,Widepoint Corp,Information Technology,Common stocks,Micro cap,5.8,46.3
EQOS,1790515,EQOS,Diginex Limited,Financials,Common stocks,Micro cap,2.7,46.3
ELOX,1035354,ELOX,Eloxx Pharmaceuticals Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
TTOO,1492674,TTOO,T2 Biosystems Inc,Health Care,Common stocks,Micro cap,2.8,46.3
IMBI,870826,IMBI,"iMedia Brands, Inc. - Class A",Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
AMPG,1518461,AMPG,AmpliTech Group Inc.,Information Technology,Common stocks,Micro cap,5.8,46.3
VGFC,1878835,VGFC,The Very Good Food Company Inc.,Consumer Staples,Common stocks,Micro cap,2.6,46.3
AUUD,1554818,AUUD,Auddia Inc.,Information Technology,Common stocks,Micro cap,5.8,46.3
SCKT,944075,SCKT,"Socket Mobile, Inc.",Information Technology,Common stocks,Micro cap,5.8,46.3
