ticker,cik,symbol,description,gics_sector,equity_securities,cap_size,sector_revenue_total_(trillions),total_cap_(trillions)
FSBC,1275168,FSBC,Five Star Bancorp,Financials,Common stocks,Small cap,2.7,46.3
MCS,62234,MCS,The Marcus Corp,Communication Services,Common stocks,Small cap,1.6,46.3
TCVA,1845580,TCVA,TCV Acquisition Corp. Class A,Financials,Common stocks,Small cap,2.7,46.3
EXK,1277866,EXK,Endeavour Silver Corporation,Materials,Common stocks,Small cap,0.9,46.3
PACX,1829797,PACX,Pioneer Merger Corp. - Class A,Financials,Common stocks,Unknown,2.7,46.3
SBFM,1402328,SBFM,Sunshine Biopharma Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
HY,1173514,HY,Hyster Yale Materials Handling Inc,Industrials,Common stocks,Small cap,2.7,46.3
SRI,1043337,SRI,Stoneridge Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
EQBK,1227500,EQBK,Equity Bancshares Inc Class A,Financials,Common stocks,Small cap,2.7,46.3
COOL,1829953,COOL,Corner Growth Acquisition Corp. - Class A,Financials,Common stocks,Small cap,2.7,46.3
BLUE,1293971,BLUE,Bluebird Bio Inc,Health Care,Common stocks,Small cap,2.8,46.3
BMRC,1403475,BMRC,Bank Of Marin Bancorp,Financials,Common stocks,Small cap,2.7,46.3
VRDN,1590750,VRDN,"Viridian Therapeutics, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
BIOL,811240,BIOL,Biolase Technology Inc,Health Care,Common stocks,Micro cap,2.8,46.3
RWAY,1653384,RWAY,Runway Growth Finance Corp.,Financials,Common stocks,Small cap,2.7,46.3
FCAX,1823733,FCAX,Fortress Capital Acquisition Corp. Class A,Financials,Common stocks,Small cap,2.7,46.3
ITRN,1337117,ITRN,Ituran Location And Control Ltd,Information Technology,Common stocks,Small cap,5.8,46.3
HRTX,818033,HRTX,Heron Therapeutics Inc,Health Care,Common stocks,Micro cap,2.8,46.3
BGRY,1824734,BGRY,"Berkshire Grey, Inc. - Class A",Industrials,Common stocks,Micro cap,2.7,46.3
DXPE,1020710,DXPE,Dxp Enterprises Inc,Industrials,Common stocks,Small cap,2.7,46.3
MAX,1818383,MAX,"MediaAlpha, Inc.",Communication Services,Common stocks,Small cap,1.6,46.3
HYZN,1716583,HYZN,Hyzon Motors Inc. - Class A,Industrials,Common stocks,Micro cap,2.7,46.3
GCBC,1070524,GCBC,Greene County Bancorp Inc,Financials,Common stocks,Small cap,2.7,46.3
LDI,1831631,LDI,"loanDepot, Inc. Class A",Financials,Common stocks,Micro cap,2.7,46.3
SPFI,1163668,SPFI,"South Plains Financial, Inc.",Financials,Common stocks,Small cap,2.7,46.3
NSTB,1834518,NSTB,Northern Star Investment Corp. II Class A,Financials,Common stocks,Small cap,2.7,46.3
RBOT,1812173,RBOT,Vicarious Surgical Inc. Class A,Health Care,Common stocks,Micro cap,2.8,46.3
TLGA,1827871,TLGA,TLG Acquisition One Corp. Class A,Financials,Common stocks,Micro cap,2.7,46.3
MMX,1773250,MMX,Maverix Metals Inc.,Materials,Common stocks,Small cap,0.9,46.3
NSTD,1835814,NSTD,Northern Star Investment Corp. IV Class A,Financials,Common stocks,Small cap,2.7,46.3
NSTC,1835817,NSTC,Northern Star Investment Corp. III Class A,Financials,Common stocks,Small cap,2.7,46.3
MBAC,1839175,MBAC,M3-Brigade Acquisition II Corp. Class A,Financials,Common stocks,Small cap,2.7,46.3
VITL,1579733,VITL,"Vital Farms, Inc.",Consumer Staples,Common stocks,Small cap,2.6,46.3
AMRN,897448,AMRN,Amarin Corp PLC ADRs,Health Care,ADRs,Micro cap,2.8,46.3
AAQC,1838883,AAQC,Accelerate Acquisition Corp. Class A,Financials,Common stocks,Small cap,2.7,46.3
BWB,1341317,BWB,Bridgewater Bancshares Inc.,Financials,Common stocks,Small cap,2.7,46.3
KOD,1468748,KOD,Kodiak Sciences Inc,Health Care,Common stocks,Micro cap,2.8,46.3
UK,1821424,UK,Ucommune International Ltd,Real Estate,Common stocks,Micro cap,0.6,46.3
CIO,1593222,CIO,"City Office REIT, Inc",Real Estate,REITs,Micro cap,0.6,46.3
SDC,1775625,SDC,"SmileDirectClub, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
AXGN,805928,AXGN,"AxoGen, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
KE,1606757,KE,Kimball Electronics Inc,Information Technology,Common stocks,Small cap,5.8,46.3
HAYN,858655,HAYN,Haynes International Inc,Materials,Common stocks,Small cap,0.9,46.3
IMPX,1820191,IMPX,AEA-Bridges Impact Corp. Class A,Financials,Common stocks,Small cap,2.7,46.3
WSR,1175535,WSR,Whitestone REIT,Real Estate,REITs,Small cap,0.6,46.3
CVLG,928658,CVLG,"Covenant Logistics Group, Inc. - Class A",Industrials,Common stocks,Small cap,2.7,46.3
ONEW,1772921,ONEW,OneWater Marine Inc. - Class A,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
VUZI,1463972,VUZI,Vuzix Corp,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
CZOO,1859639,CZOO,Cazoo Group Ltd Class A,Information Technology,Common stocks,Small cap,5.8,46.3
LASR,1124796,LASR,Nlight Inc.,Information Technology,Common stocks,Small cap,5.8,46.3
DDI,1799567,DDI,"DoubleDown Interactive Co., Ltd. ADRs",Communication Services,ADRs,Small cap,1.6,46.3
API,1802883,API,"Agora, Inc. ADRs",Information Technology,Common stocks,Small cap,5.8,46.3
AKYA,1711933,AKYA,"Akoya Biosciences, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
NKTX,1787400,NKTX,"Nkarta, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
VTNR,890447,VTNR,Vertex Energy Inc,Energy,Common stocks,Small cap,2.2,46.3
OCUL,1393434,OCUL,Ocular Therapeutix Inc,Health Care,Common stocks,Small cap,2.8,46.3
XPOF,1802156,XPOF,"Xponential Fitness, Inc.",Consumer Discretionary,Common stocks,Small cap,2.9,46.3
KOP,1315257,KOP,Koppers Holdings Inc,Materials,Common stocks,Small cap,0.9,46.3
RAD,84129,RAD,Rite Aid Corp,Consumer Staples,Common stocks,Micro cap,2.6,46.3
AMYT,1783010,AMYT,Amryt Pharma plc ADRs,Health Care,ADRs,Small cap,2.8,46.3
FMNB,709337,FMNB,Farmers National Banc Corp,Financials,Common stocks,Small cap,2.7,46.3
TETC,1840920,TETC,Tech and Energy Transition Corporation Class A,Financials,Common stocks,Small cap,2.7,46.3
NAAC,1830063,NAAC,North Atlantic Acquisition Corporation Class A Ordinary Share,Financials,Common stocks,Unknown,2.7,46.3
CMBM,1738177,CMBM,Cambium Networks Corporation,Information Technology,Common stocks,Small cap,5.8,46.3
AVTX,1534120,AVTX,"Avalo Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
MKFG,1816613,MKFG,Markforged Holding Corporation,Industrials,Common stocks,Micro cap,2.7,46.3
OCGN,1372299,OCGN,"Ocugen, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
AIRS,1870940,AIRS,"Airsculpt Technologies, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
HVT,216085,HVT,Haverty Furniture Companies Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
MOFG,1412665,MOFG,Midwestone Financial Group Inc,Financials,Common stocks,Small cap,2.7,46.3
DRD,1023512,DRD,DRDGold Ltd ADRs,Materials,ADRs,Small cap,0.9,46.3
ESPR,1434868,ESPR,Esperion Therapeutics Inc,Health Care,Common stocks,Micro cap,2.8,46.3
LHC,1824153,LHC,Leo Holdings Corp. II Class A,Financials,Common stocks,Micro cap,2.7,46.3
ASTS,1780312,ASTS,"AST SpaceMobile, Inc. - Class A",Communication Services,Common stocks,Small cap,1.6,46.3
WDH,1823986,WDH,Waterdrop Inc. ADRs,Health Care,ADRs,Small cap,2.8,46.3
PBI,78814,PBI,Pitney Bowes Inc,Industrials,Common stocks,Small cap,2.7,46.3
NVCN,1399708,NVCN,Neovasc Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
PUYI,1750264,PUYI,Puyi Inc. ADRs,Financials,ADRs,Small cap,2.7,46.3
MPB,879635,MPB,Mid Penn Bancorp Inc,Financials,Common stocks,Small cap,2.7,46.3
GPMT,1703644,GPMT,Granite Point Mortgage Trust Inc.,Financials,Mortgage REITs,Micro cap,2.7,46.3
EZPW,876523,EZPW,"EZCORP, Inc. - Class A Non-Voting",Financials,Common stocks,Small cap,2.7,46.3
CHUY,1524931,CHUY,Chuys Holdings Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
CRMT,799850,CRMT,Americas Car-Mart Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
BFST,1624322,BFST,Business First Bancshares Inc.,Financials,Common stocks,Small cap,2.7,46.3
SMBC,916907,SMBC,Southern Missouri Bancorp Inc,Financials,Common stocks,Small cap,2.7,46.3
ORGO,1661181,ORGO,Organogenesis Holdings Inc.  - Class A,Health Care,Common stocks,Micro cap,2.8,46.3
HIGA,1823776,HIGA,H.I.G. Acquisition Corp. Class A,Financials,Common stocks,Small cap,2.7,46.3
VERA,1831828,VERA,"Vera Therapeutics, Inc.",Health Care,Common stocks,Micro cap,2.8,46.3
CARE,1829576,CARE,Carter Bank & Trust,Financials,Common stocks,Small cap,2.7,46.3
IIIV,1728688,IIIV,I3 Verticals Inc.,Information Technology,Common stocks,Small cap,5.8,46.3
DSX,1318885,DSX,Diana Shipping Inc.,Industrials,Common stocks,Small cap,2.7,46.3
IDYA,1676725,IDYA,"IDEAYA Biosciences, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
TCX,909494,TCX,Tucows Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
GRIN,1725293,GRIN,Grindrod Shipping Holdings Ltd.,Industrials,Common stocks,Micro cap,2.7,46.3
BVS,1665988,BVS,Bioventus Inc.,Health Care,Common stocks,Micro cap,2.8,46.3
ARLO,1736946,ARLO,Arlo Technologies Inc.,Information Technology,Common stocks,Small cap,5.8,46.3
TRDA,1689375,TRDA,"Entrada Therapeutics, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
EWTX,1710072,EWTX,"Edgewise Therapeutics, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
AEHR,1040470,AEHR,Aehr Test Systems,Information Technology,Common stocks,Small cap,5.8,46.3
ATLC,1464343,ATLC,Atlanticus Holdings Corp,Financials,Common stocks,Small cap,2.7,46.3
PETS,1040130,PETS,Petmed Express Inc,Consumer Discretionary,Common stocks,Small cap,2.9,46.3
DGICA,800457,DGICA,Donegal Group Inc Class A,Financials,Common stocks,Small cap,2.7,46.3
PNTG,1766400,PNTG,"The Pennant Group, Inc.",Health Care,Common stocks,Small cap,2.8,46.3
VSTA,1792829,VSTA,Vasta Platform Limited - Class A,Consumer Discretionary,Common stocks,Micro cap,2.9,46.3
FCUV,1590418,FCUV,Focus Universal Inc,Information Technology,Common stocks,Micro cap,5.8,46.3
CFVI,1830081,CFVI,CF Acquisition Corp. VI Class A,Financials,Common stocks,Small cap,2.7,46.3
ASPN,1145986,ASPN,Aspen Aerogels Inc,Materials,Common stocks,Small cap,0.9,46.3
ENPC,1816261,ENPC,Executive Network Partnering Corporation Class A,Financials,Common stocks,Small cap,2.7,46.3
INO,1055726,INO,Inovio Pharmaceuticals Inc,Health Care,Common stocks,Micro cap,2.8,46.3
