symbol,description,gics_sector,equity_securities,cap_size
FTEV,FinTech Evolution Acquisition Group Class A,Financials,Common stocks,Micro cap
EPWR,Empowerment & Inclusion Capital I Corp. Class A,Financials,Common stocks,Micro cap
MDH,MDH Acquisition Corp. Class A,Financials,Common stocks,Micro cap
LVRA,Levere Holdings Corp. Class A,Financials,Common stocks,Micro cap
HTPA,Highland Transcend Partners I Corp. Class A,Financials,Common stocks,Micro cap
WARR,Warrior Technologies Acquisition Company Class A,Financials,Common stocks,Micro cap
NCAC,Newcourt Acquisition Corp Class A,Financials,Common stocks,Micro cap
LGVC,LAMF Global Ventures Corp. I Class A,Financials,Common stocks,Micro cap
CPTK,Crown PropTech Acquisitions Class A,Financials,Common stocks,Micro cap
IPVF,InterPrivate III Financial Partners Inc. Class A,Financials,Common stocks,Micro cap
RKTA,Rocket Internet Growth Opportunities Corp. Class A,Financials,Common stocks,Micro cap
SPCM,"Sound Point Acquisition Corp I, Ltd - Class A",Financials,Common stocks,Micro cap
EVE,EVe Mobility Acquisition Corp,Financials,Common stocks,Micro cap
IVCA,Investcorp India Acquisition Corp. Class A ordinary share,Financials,Common stocks,Micro cap
MTAL,Metals Acquisition Corp Class A,Financials,Common stocks,Micro cap
ATVC,Tribe Capital Growth Corp I - Class A,Financials,Common stocks,Micro cap
ATEK,Athena Technology Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
PEGR,Project Energy Reimagined Acquisition Corp. Class A,Financials,Common stocks,Micro cap
GGAA,Genesis Growth Tech Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
ENER,Accretion Acquisition Corp.,Financials,Common stocks,Micro cap
GFGD,The Growth for Good Acquisition Corporation Class A,Financials,Common stocks,Micro cap
GFGDR,The Growth for Good Acquisition Corporation Right,Financials,Common stocks,Micro cap
PFTA,Portage Fintech Acquisition Corporation Class A Ordinary Share,Financials,Common stocks,Micro cap
EMLD,FTAC Emerald Acquisition Corp. Class A,Financials,Common stocks,Micro cap
BITE,Bite Acquisition Corp.,Financials,Common stocks,Micro cap
DNAB,Social Capital Suvretta Holdings Corp. II Class A,Financials,Common stocks,Micro cap
DNAD,Social Capital Suvretta Holdings Corp. IV Class A,Financials,Common stocks,Micro cap
IACC,ION Acquisition Corp 3 Ltd. Class A,Financials,Common stocks,Micro cap
XPOA,"DPCM Capital, Inc. Class A",Financials,Common stocks,Micro cap
FTVI,FinTech Acquisition Corp. VI Class A,Financials,Common stocks,Micro cap
NPAB,New Providence Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
ACAQ,Athena Consumer Acquisition Corp. Class A,Financials,Common stocks,Micro cap
LOKM,Live Oak Mobility Acquisition Corp. Class A,Financials,Common stocks,Micro cap
IOAC,Innovative International Acquisition Corp. Class A,Financials,Common stocks,Micro cap
AFTR,AfterNext HealthTech Acquisition Corp. Class A,Financials,Common stocks,Micro cap
SLVR,SilverSPAC Inc. Class A,Financials,Common stocks,Micro cap
DNZ,D and Z Media Acquisition Corp. Class A,Financials,Common stocks,Micro cap
SCAQ,Stratim Cloud Acquisition Corp. Class A,Financials,Common stocks,Micro cap
HWEL,Healthwell Acquisition Corp. I Class A,Financials,Common stocks,Micro cap
RCLF,Rosecliff Acquisition Corp I - Class A,Financials,Common stocks,Micro cap
NVAC,NorthView Acquisition Corporation,Financials,Common stocks,Micro cap
ITHX,ITHAX Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
CNGL,Canna-Global Acquisition Corp. Class A,Financials,Common stocks,Micro cap
ASAQ,Atlantic Avenue Acquisition Corp. Class A,Financials,Common stocks,Micro cap
BYN,Banyan Acquisition Corporation,Financials,Common stocks,Micro cap
THCP,"Thunder Bridge Capital Partners IV, Inc. Class A",Financials,Common stocks,Micro cap
ADEX,Adit EdTech Acquisition Corp.,Financials,Common stocks,Micro cap
DMYS,"dMY Technology Group, Inc. VI Class A",Financials,Common stocks,Micro cap
MCAA,Mountain & Co. I Acquisition Corp. Class A,Financials,Common stocks,Micro cap
BIOS,BioPlus Acquisition Corp. Class A,Financials,Common stocks,Micro cap
CLIN,Clean Earth Acquisitions Corp. - Class A,Financials,Common stocks,Micro cap
IRRX,Integrated Rail and Resources Acquisition Corp.,Financials,Common stocks,Micro cap
PCCT,Perception Capital Corp. II Class A,Financials,Common stocks,Micro cap
SVFB,SVF Investment Corp. 2 - Class A,Financials,Common stocks,Micro cap
CLIM,Climate Real Impact Solutions II Acquisition Corporation Class A,Financials,Common stocks,Micro cap
PLAO,Patria Latin American Opportunity Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
TGR,Kimbell Tiger Acquisition Corporation Class A,Financials,Common stocks,Micro cap
CITE,Cartica Acquisition Corp Class A,Financials,Common stocks,Micro cap
TOAC,Talon 1 Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
WNNR,Andretti Acquisition Corp.,Financials,Common stocks,Micro cap
DSAQ,Direct Selling Acquisition Corp.,Financials,Common stocks,Micro cap
KNSW,KnightSwan Acquisition Corporation,Financials,Common stocks,Micro cap
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,Financials,Common stocks,Micro cap
SBII,Sandbridge X2 Corp. Class A,Financials,Common stocks,Micro cap
BPAC,Bullpen Parlay Acquisition Company Class A Ordinary Share,Financials,Common stocks,Micro cap
MPRA,Mercato Partners Acquisition Corporation Class A,Financials,Common stocks,Micro cap
DPCS,DP Cap Acquisition Corp I - Class A,Financials,Common stocks,Micro cap
ADAL,Anthemis Digital Acquisitions I Corp Class A,Financials,Common stocks,Micro cap
CBRG,Chain Bridge I Class A,Financials,Common stocks,Micro cap
RCFA,RCF Acquisition Corp.,Financials,Common stocks,Micro cap
SCUA,Sculptor Acquisition Corp I Class A,Financials,Common stocks,Micro cap
SVNA,7 Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
VGII,Virgin Group Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
FLYA,SOAR Technology Acquisition Corp. Class A,Financials,Common stocks,Micro cap
UTAA,UTA Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
CMCA,Capitalworks Emerging Markets Acquisition Corp Class A,Financials,Common stocks,Micro cap
USCT,TKB Critical Technologies 1 Class A,Financials,Common stocks,Micro cap
XFIN,ExcelFin Acquisition Corp Class A,Financials,Common stocks,Micro cap
JGGC,Jaguar Global Growth Corporation I - Class A,Financials,Common stocks,Micro cap
FIAC,Focus Impact Acquisition Corp. Class A,Financials,Common stocks,Micro cap
AEAE,AltEnergy Acquisition Corp. Class A,Financials,Common stocks,Micro cap
BRD,Beard Energy Transition Acquisition Corp. Class A,Financials,Common stocks,Micro cap
SVII,Spring Valley Acquisition Corp. II - Class A,Financials,Common stocks,Micro cap
VII,7GC & Co. Holdings Inc. - Class A,Financials,Common stocks,Micro cap
DNAC,Social Capital Suvretta Holdings Corp. III - Class A,Financials,Common stocks,Micro cap
PORT,Southport Acquisition Corporation Class A,Financials,Common stocks,Micro cap
TRIS,Tristar Acquisition I Corp. Class A,Financials,Common stocks,Micro cap
VMGA,VMG Consumer Acquisition Corp. Class A,Financials,Common stocks,Micro cap
AXAC,AXIOS Sustainable Growth Acquisition Corporation Class A,Financials,Common stocks,Micro cap
AXAC^,AXIOS Sustainable Growth Acquisition Corporation Rights to receive one-tenth (1/10) of one Class A,Financials,Common stocks,Micro cap
WWAC,Worldwide Webb Acquisition Corp. Class A Ordinary Share,Financials,Common stocks,Micro cap
ACTD,ArcLight Clean Transition Corp. II - Class A,Financials,Common stocks,Micro cap
BHAC,Crixus BH3 Acquisition Company Class A,Financials,Common stocks,Micro cap
IXAQ,IX Acquisition Corp. Class A Ordinary Share,Financials,Common stocks,Micro cap
LCW,Learn CW Investment Corporation Class A,Financials,Common stocks,Micro cap
QDRO,Quadro Acquisition One Corp. - Class A,Financials,Common stocks,Micro cap
VLAT,Valor Latitude Acquisition Corp. Class A,Financials,Common stocks,Micro cap
LDHA,LDH Growth Corp I - Class A,Financials,Common stocks,Micro cap
KAII,Kismet Acquisition Two Corp. Class A,Financials,Common stocks,Micro cap
PGSS,Pegasus Digital Mobility Acquisition Corp. Class A,Financials,Common stocks,Micro cap
HTAQ,Hunt Companies Acquisition Corp. I,Financials,Common stocks,Micro cap
HWKZ,Hawks Acquisition Corp,Financials,Common stocks,Micro cap
TMAC,The Music Acquisition Corporation Class A,Financials,Common stocks,Micro cap
IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share,Financials,Common stocks,Micro cap
LHAA,Lerer Hippeau Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
VMCA,Valuence Merger Corp. I - Class A,Financials,Common stocks,Micro cap
SWSS,Springwater Special Situations Corp.,Financials,Common stocks,Micro cap
ARBG,Aequi Acquisition Corp.,Financials,Common stocks,Micro cap
IPVA,InterPrivate II Acquisition Corp. Class A,Financials,Common stocks,Micro cap
GNAC,Group Nine Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
RJAC,Jackson Acquisition Company Class A,Financials,Common stocks,Micro cap
OSI,Osiris Acquisition Corp. Class A,Financials,Common stocks,Micro cap
CLAS,Class Acceleration Corp. Class A,Financials,Common stocks,Micro cap
EGGF,EG Acquisition Corp. Class A,Financials,Common stocks,Micro cap
BWC,Blue Whale Acquisition Corp I Class A,Financials,Common stocks,Micro cap
HCII,Hudson Executive Investment Corp. II Class A,Financials,Common stocks,Micro cap
FZT,FAST Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
SZZL,Sizzle Acquisition Corp.,Financials,Common stocks,Micro cap
SKYA,Skydeck Acquisition Corp. Class A,Financials,Common stocks,Micro cap
GAQ,Generation Asia I Acquisition Limited Class A,Financials,Common stocks,Micro cap
FRSG,First Reserve Sustainable Growth Corp. - Class A,Financials,Common stocks,Micro cap
GBBK,Global Blockchain Acquisition Corp.,Financials,Common stocks,Micro cap
GBBKR,Global Blockchain Acquisition Corp. Right,Financials,Common stocks,Micro cap
PGRW,Progress Acquisition Corp. Class A,Financials,Common stocks,Micro cap
HAIA,Healthcare AI Acquisition Corp. Class A,Financials,Common stocks,Micro cap
TGAA,Target Global Acquisition I Corp. Class A Ordinary Share,Financials,Common stocks,Micro cap
XPAX,XPAC Acquisition Corp. Class A,Financials,Common stocks,Micro cap
EQHA,EQ Health Acquisition Corp. Class A,Financials,Common stocks,Micro cap
PIPP,Pine Island Acquisition Corp. Class A,Financials,Common stocks,Micro cap
TWOA,two Class A,Financials,Common stocks,Micro cap
NGC,Northern Genesis Acquisition Corp. III,Financials,Common stocks,Micro cap
WAVC,Waverley Capital Acquisition Corp. 1 Class A,Financials,Common stocks,Micro cap
TRCA,Twin Ridge Capital Acquisition Corp. Class A,Financials,Common stocks,Micro cap
GFOR,Graf Acquisition Corp. IV,Financials,Common stocks,Micro cap
CENQ,CENAQ Energy Corp. Class A,Financials,Common stocks,Micro cap
AVAC,Avalon Acquisition Inc. - Class A,Financials,Common stocks,Micro cap
CDAQ,Compass Digital Acquisition Corp. Class A,Financials,Common stocks,Micro cap
ASCB,A SPAC II Acquisition Corp.,Financials,Common stocks,Micro cap
PHYT,Pyrophyte Acquisition Corp. Class A,Financials,Common stocks,Micro cap
FOUN,Founder SPAC - Class A,Financials,Common stocks,Micro cap
GVCI,Green Visor Financial Technology Acquisition Corp. I Class A,Financials,Common stocks,Micro cap
GEEX,Games & Esports Experience Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
BOAS,BOA Acquisition Corp. Class A,Financials,Common stocks,Micro cap
CREC,Crescera Capital Acquisition Corp Class A,Financials,Common stocks,Micro cap
WQGA,World Quantum Growth Acquisition Corp. Class A,Financials,Common stocks,Micro cap
APAC,StoneBridge Acquisition Corporation Class A,Financials,Common stocks,Micro cap
VHNA,Vahanna Tech Edge Acquisition I Corp. Class A,Financials,Common stocks,Micro cap
VCXA,10X Capital Venture Acquisition Corp. II Class A Ordinary Share,Financials,Common stocks,Micro cap
ATAK,Aurora Technology Acquisition Corp. Class A,Financials,Common stocks,Micro cap
DALS,DA32 Life Science Tech Acquisition Corp.,Financials,Common stocks,Micro cap
GHAC,Gaming & Hospitality Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
MLAI,McLaren Technology Acquisition Corp. Class A,Financials,Common stocks,Micro cap
GTAC,Global Technology Acquisition Corp. I - Class A,Financials,Common stocks,Micro cap
AACI,Armada Acquisition Corp. I,Financials,Common stocks,Micro cap
PRLH,Pearl Holdings Acquisition Corp Class A,Financials,Common stocks,Micro cap
CRZN,Corazon Capital V838 Monoceros Corp Class A,Financials,Common stocks,Micro cap
SHAP,Spree Acquisition Corp. 1 Limited,Financials,Common stocks,Micro cap
ARTE,Artemis Strategic Investment Corporation Class A,Financials,Common stocks,Micro cap
OCA,Omnichannel Acquisition Corp. Class A,Financials,Common stocks,Micro cap
SEDA,SDCL EDGE Acquisition Corporation Class A,Financials,Common stocks,Micro cap
OPA,Magnum Opus Acquisition Limited Class A,Financials,Common stocks,Micro cap
ORIA,Orion Biotech Opportunities Corp. - Class A,Financials,Common stocks,Micro cap
HPLT,Home Plate Acquisition Corporation Class A,Financials,Common stocks,Micro cap
FICV,Frontier Investment Corp Class A,Financials,Common stocks,Micro cap
BGSX,Build Acquisition Corp. Class A,Financials,Common stocks,Micro cap
FST,FAST Acquisition Corp. Class A,Financials,Common stocks,Micro cap
LOCC,Live Oak Crestview Climate Acquisition Corp.,Financials,Common stocks,Micro cap
TACA,Trepont Acquisition Corp I Class A,Financials,Common stocks,Micro cap
CAS,Cascade Acquisition Corp. Class A,Financials,Common stocks,Micro cap
FVT,Fortress Value Acquisition Corp. III Class A,Financials,Common stocks,Micro cap
HMA,Heartland Media Acquisition Corp. Class A,Financials,Common stocks,Micro cap
NHIC,NewHold Investment Corp. II Class A,Financials,Common stocks,Micro cap
BOCN,Blue Ocean Acquisition Corp - Class A,Financials,Common stocks,Micro cap
PBAX,Phoenix Biotech Acquisition Corp.,Financials,Common stocks,Micro cap
TPBA,TPB Acquisition Corporation I Class A,Financials,Common stocks,Micro cap
CSLM,"Consilium Acquisition Corp I, Ltd. Class A Ordinary Share",Financials,Common stocks,Micro cap
CFFS,CF Acquisition Corp. VII Class A,Financials,Common stocks,Micro cap
LNFA,L&F Acquisition Corp. Class A,Financials,Common stocks,Micro cap
BYNO,byNordic Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
ALOR,ALSP Orchid Acquisition Corporation I Class A Ordinary Share,Financials,Common stocks,Micro cap
JATT,JATT Acquisition Corp Class A,Financials,Common stocks,Micro cap
SGII,Seaport Global Acquisition II Corp. Class A,Financials,Common stocks,Micro cap
RACY,Relativity Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
OXUS,Oxus Acquisition Corp. Class A,Financials,Common stocks,Micro cap
SEPA,SEP Acquisition Corp - Class A,Financials,Common stocks,Micro cap
LSPR,Larkspur Health Acquisition Corp. Class A,Financials,Common stocks,Micro cap
PANA,Panacea Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
APCA,AP Acquisition Corp Class A,Financials,Common stocks,Micro cap
APXI,APx Acquisition Corp. I Class A Ordinary Share,Financials,Common stocks,Micro cap
BRIV,B. Riley Principal 250 Merger Corp. Class A,Financials,Common stocks,Micro cap
FNVT,Finnovate Acquisition Corp. Class A,Financials,Common stocks,Micro cap
MNTN,Everest Consolidator Acquisition Corporation,Financials,Common stocks,Micro cap
MEAC,Mercury Ecommerce Acquisition Corp Class A,Financials,Common stocks,Micro cap
ITAQ,"Industrial Tech Acquisitions II, Inc. Class A",Financials,Common stocks,Micro cap
APN,Apeiron Capital Investment Corp. Class A,Financials,Common stocks,Micro cap
QFTA,Quantum FinTech Acquisition Corporation,Financials,Common stocks,Micro cap
DYNS,Dynamics Special Purpose Corp. - Class A,Financials,Common stocks,Micro cap
POND,Angel Pond Holdings Corporation Class A,Financials,Common stocks,Micro cap
AFAC,Arena Fortify Acquisition Corp. Class A,Financials,Common stocks,Micro cap
TCOA,Trajectory Alpha Acquisition Corp. Class A,Financials,Common stocks,Micro cap
CLBR,Colombier Acquisition Corp. Class A,Financials,Common stocks,Micro cap
NBST,Newbury Street Acquisition Corporation,Financials,Common stocks,Micro cap
PEPL,PepperLime Health Acquisition Corporation Class A Ordinary Share,Financials,Common stocks,Micro cap
BSAQ,Black Spade Acquisition Co Class A,Financials,Common stocks,Micro cap
TCAC,Tuatara Capital Acquisition Corporation Class A,Financials,Common stocks,Micro cap
SAMA,Schultze Special Purpose Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
TWCB,Bilander Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
SCMA,Seaport Calibre Materials Acquisition Corp. Class A,Financials,Common stocks,Micro cap
RCAC,Revelstone Capital Acquisition Corp. Class A,Financials,Common stocks,Micro cap
CLOE,Clover Leaf Capital Corp. - Class A,Financials,Common stocks,Micro cap
ALPA,Alpha Healthcare Acquisition Corp. III Class A,Financials,Common stocks,Micro cap
BNNR,Banner Acquisition Corp. Class A,Financials,Common stocks,Micro cap
DKDCA,Data Knights Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
ARYD,ARYA Sciences Acquisition Corp IV - Class A,Financials,Common stocks,Micro cap
ABGI,ABG Acquisition Corp. I - Class A,Financials,Common stocks,Micro cap
ARYE,ARYA Sciences Acquisition Corp V - Class A,Financials,Common stocks,Micro cap
ATAQ,Altimar Acquisition Corp. III Class A,Financials,Common stocks,Micro cap
BMAQ,Blockchain Moon Acquisition Corp.,Financials,Common stocks,Micro cap
SMAP,SportsMap Tech Acquisition Corp.,Financials,Common stocks,Micro cap
GLLI,Globalink Investment Inc.,Financials,Common stocks,Micro cap
BLNG,Belong Acquisition Corp. Class A,Financials,Common stocks,Micro cap
PIAI,Prime Impact Acquisition I Class A,Financials,Common stocks,Micro cap
JWAC,Jupiter Wellness Acquisition Corp. Class A,Financials,Common stocks,Micro cap
CCAI,Cascadia Acquisition Corp. Class A,Financials,Common stocks,Micro cap
OCAX,OCA Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
MSSA,Metal Sky Star Acquisition Corporation,Financials,Common stocks,Micro cap
ALSA,Alpha Star Acquisition Corporation,Financials,Common stocks,Micro cap
RWOD,Redwoods Acquisition Corp.,Financials,Common stocks,Micro cap
BCAC,Brookline Capital Acquisition Corp.,Financials,Common stocks,Micro cap
MITA,Coliseum Acquisition Corp. Class A Ordinary Share,Financials,Common stocks,Micro cap
ROCL,Roth CH Acquisition V Co.,Financials,Common stocks,Micro cap
BTWN,Bridgetown Holdings Limited - Class A,Financials,Common stocks,Micro cap
APMI,AxonPrime Infrastructure Acquisition Corporation Class A,Financials,Common stocks,Micro cap
YOTA,Yotta Acquisition Corporation,Financials,Common stocks,Micro cap
YOTAR,Yotta Acquisition Corporation Right,Financials,Common stocks,Micro cap
WAVS,Western Acquisition Ventures Corp.,Financials,Common stocks,Micro cap
HSAQ,Health Sciences Acquisitions Corporation 2,Financials,Common stocks,Micro cap
GLTA,Galata Acquisition Corp. Class A,Financials,Common stocks,Micro cap
GIAC,Gesher I Acquisition Corp. Class A,Financials,Common stocks,Micro cap
PTIC,PropTech Investment Corporation II Class A,Financials,Common stocks,Micro cap
DSAC,Duddell Street Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
AMCI,AMCI Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
AXH,"Industrial Human Capital, Inc.",Financials,Common stocks,Micro cap
JAQC,Jupiter Acquisition Corporation,Financials,Common stocks,Micro cap
ROSE,Rose Hill Acquisition Corporation Class A,Financials,Common stocks,Micro cap
MURF,Murphy Canyon Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
PRBM,Parabellum Acquisition Corp. Class A,Financials,Common stocks,Micro cap
EBAC,European Biotech Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
REVE,Alpine Acquisition Corporation,Financials,Common stocks,Micro cap
FLAC,Frazier Lifesciences Acquisition Corporation Class A,Financials,Common stocks,Micro cap
AHPA,Avista Public Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
IBER,Ibere Pharmaceuticals Class A,Financials,Common stocks,Micro cap
MEOA,Minority Equality Opportunities Acquisition Inc. Class A,Financials,Common stocks,Micro cap
EUCR,Eucrates Biomedical Acquisition Corp.,Financials,Common stocks,Micro cap
LATG,LatAmGrowth SPAC Class A,Financials,Common stocks,Micro cap
PONO,Pono Capital Corp Class A,Financials,Common stocks,Micro cap
AVHI,Achari Ventures Holdings Corp. I,Financials,Common stocks,Micro cap
FRBN,Forbion European Acquisition Corp. Class A,Financials,Common stocks,Micro cap
CCTS,Cactus Acquisition Corp. 1 Limited - Class A,Financials,Common stocks,Micro cap
NUBI,Nubia Brand International Corp. - Class A,Financials,Common stocks,Micro cap
CHWA,CHW Acquisition Corporation,Financials,Common stocks,Micro cap
IGTA,Inception Growth Acquisition Limited,Financials,Common stocks,Micro cap
GSQB,G Squared Ascend II Inc. Class A,Financials,Common stocks,Micro cap
LMAO,LMF Acquisition Opportunities Inc. - Class A,Financials,Common stocks,Micro cap
OACB,Oaktree Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
CLAQ,CleanTech Acquisition Corp.,Financials,Common stocks,Micro cap
JMAC,Maxpro Capital Acquisition Corp. Class A,Financials,Common stocks,Micro cap
SAGA,Sagaliam Acquisition Corp. Class A,Financials,Common stocks,Micro cap
FTII,FutureTech II Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
ENCP,Energem Corp Class A,Financials,Common stocks,Micro cap
LIBY,Liberty Resources Acquisition Corp. Class A,Financials,Common stocks,Micro cap
KYCH,Keyarch Acquisition Corporation,Financials,Common stocks,Micro cap
EVGR,Evergreen Corporation - Class A,Financials,Common stocks,Micro cap
EVOJ,Evo Acquisition Corp. Class A,Financials,Common stocks,Micro cap
GMFI,Aetherium Acquisition Corp. Class A,Financials,Common stocks,Micro cap
BWAQ,Blue World Acquisition Corporation Class A,Financials,Common stocks,Micro cap
NLIT,Northern Lights Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
VCKA,Vickers Vantage Corp. I,Financials,Common stocks,Micro cap
MACA,Moringa Acquisition Corp Class A,Financials,Common stocks,Micro cap
FEXD,Fintech Ecosystem Development Corp. Class A,Financials,Common stocks,Micro cap
HNRA,HNR Acquisition Corp,Financials,Common stocks,Micro cap
WINV,WinVest Acquisition Corp.,Financials,Common stocks,Micro cap
LIVB,LIV Capital Acquisition Corp. II Class A,Financials,Common stocks,Micro cap
CHEA,Chenghe Acquisition Co. Class A Ordinary Share,Financials,Common stocks,Micro cap
WEL,Integrated Wellness Acquisition Corp,Financials,Common stocks,Micro cap
RFAC,RF Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
LVAC,LAVA Medtech Acquisition Corp. Class A,Financials,Common stocks,Micro cap
TGVC,TG Venture Acquisition Corp. Class A,Financials,Common stocks,Micro cap
INTE,Integral Acquisition Corporation 1 Class A,Financials,Common stocks,Micro cap
AFAR,Aura FAT Projects Acquisition Corp - Class A,Financials,Common stocks,Micro cap
LION,Lionheart III Corp - Class A,Financials,Common stocks,Micro cap
FXCO,Financial Strategies Acquisition Corp. Class A,Financials,Common stocks,Micro cap
SHUA,SHUAA Partners Acquisition Corp I - Class A,Financials,Common stocks,Micro cap
GDNR,Gardiner Healthcare Acquisitions Corp.,Financials,Common stocks,Micro cap
VBOC,Viscogliosi Brothers Acquisition Corp,Financials,Common stocks,Micro cap
OTEC,OceanTech Acquisitions I Corp. Class A,Financials,Common stocks,Micro cap
MOBV,Mobiv Acquisition Corp - Class A,Financials,Common stocks,Micro cap
FRLA,Fortune Rise Acquisition Corporation Class A,Financials,Common stocks,Micro cap
VHAQ,Viveon Health Acquisition Corp.,Financials,Common stocks,Micro cap
GLEE,Gladstone Acquisition Corp. Class A,Financials,Common stocks,Micro cap
FLFV,Feutune Light Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
VSAC,Vision Sensing Acquisition Corp. Class A,Financials,Common stocks,Micro cap
FGMC,FG Merger Corp.,Financials,Common stocks,Micro cap
AOGO,Arogo Capital Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
WTMA,Welsbach Technology Metals Acquisition Corp.,Financials,Common stocks,Micro cap
SGHL,Signal Hill Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
IFIN,InFinT Acquisition Corporation Class A,Financials,Common stocks,Micro cap
EMCG,Embrace Change Acquisition Corp,Financials,Common stocks,Micro cap
ERES,East Resources Acquisition Company - Class A,Financials,Common stocks,Micro cap
DWIN,Delwinds Insurance Acquisition Corp. Class A,Financials,Common stocks,Micro cap
BNIX,Bannix Acquisition Corp.,Financials,Common stocks,Micro cap
MCAC,Monterey Capital Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
AIB,AIB Acquisition Corporation Class A,Financials,Common stocks,Micro cap
IGNY,Ignyte Acquisition Corp.,Financials,Common stocks,Micro cap
LBBB,Lakeshore Acquisition II Corp.,Financials,Common stocks,Micro cap
HSPO,Horizon Space Acquisition I Corp.,Financials,Common stocks,Micro cap
HSPOR,Horizon Space Acquisition I Corp. Right,Financials,Common stocks,Micro cap
ACAX,Alset Capital Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
HMAC,Hainan Manaslu Acquisition Corp.,Financials,Common stocks,Micro cap
MCAG,Mountain Crest Acquisition Corp. V,Financials,Common stocks,Micro cap
ARIZ,Arisz Acquisition Corp.,Financials,Common stocks,Micro cap
DECA,Denali Capital Acquisition Corp. Class A,Financials,Common stocks,Micro cap
BLAC,Bellevue Life Sciences Acquisition Corp.,Financials,Common stocks,Micro cap
BLACR,Bellevue Life Sciences Acquisition Corp. Rights,Financials,Common stocks,Micro cap
HUDA,Hudson Acquisition I Corp.,Financials,Common stocks,Micro cap
HUDAR,Hudson Acquisition I Corp. Right,Financials,Common stocks,Micro cap
ACAC,Acri Capital Acquisition Corporation - Class A,Financials,Common stocks,Micro cap
IMAQ,International Media Acquisition Corp. Class A,Financials,Common stocks,Micro cap
CNTQ,Chardan NexTech Acquisition 2 Corp. Class A,Financials,Common stocks,Micro cap
PNAC,Prime Number Acquisition I Corp. - Class A,Financials,Common stocks,Micro cap
CONX,CONX Corp. - Class A,Financials,Common stocks,Micro cap
TRON,Corner Growth Acquisition Corp. 2 - Class A,Financials,Common stocks,Micro cap
CLRC,ClimateRock - Class A,Financials,Common stocks,Micro cap
BWAC,Better World Acquisition Corp.,Financials,Common stocks,Micro cap
TLGA,TLG Acquisition One Corp. Class A,Financials,Common stocks,Micro cap
DUET,DUET Acquisition Corp. - Class A,Financials,Common stocks,Micro cap
NOVV,Nova Vision Acquisition Corp.,Financials,Common stocks,Micro cap
GDST,Goldenstone Acquisition Limited,Financials,Common stocks,Micro cap
PPHP,PHP Ventures Acquisition Corp. Class A,Financials,Common stocks,Micro cap
ASPA,"Abri SPAC I, Inc.",Financials,Common stocks,Micro cap
MCAF,Mountain Crest Acquisition Corp. IV,Financials,Common stocks,Micro cap
HHGC,HHG Capital Corporation,Financials,Common stocks,Micro cap
LJAQ,LightJump Acquisition Corporation,Financials,Common stocks,Micro cap
ATA,Americas Technology Acquisition Corp.,Financials,Common stocks,Micro cap
QOMO,Qomolangma Acquisition Corp.,Financials,Common stocks,Micro cap
QOMOR,Qomolangma Acquisition Corp. Right,Financials,Common stocks,Micro cap
RNER,Mount Rainier Acquisition Corp.,Financials,Common stocks,Micro cap
ATMC,AlphaTime Acquisition Corp,Financials,Common stocks,Micro cap
ATMCR,AlphaTime Acquisition Corp Right,Financials,Common stocks,Micro cap
ATMV,AlphaVest Acquisition Corp,Financials,Common stocks,Micro cap
ATMVR,AlphaVest Acquisition Corp Right,Financials,Common stocks,Micro cap
MARX,Mars Acquisition Corp.,Financials,Common stocks,Micro cap
