Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions
CFFE,CF Acquisition Corp. VIII Class A,Financials,US Equity,Common stocks,Micro cap,"$37,276,394","4,758",Analyze
CFFEU,CF Acquisition Corp VIII - Units (1 Ord Share Class A & 1/4 War),Financials,US Equity,Units,Micro cap,"$37,276,394","1,250",Analyze
EDTX,EdtechX Holdings Acquisition Corp. II - Class A,Financials,US Equity,Common stocks,Micro cap,"$34,300,320",101,Analyze
EDTXU,EdtechX Holdings Acquisition Corp II - Units (1 Ord Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$34,300,320",400,Analyze
IGNYU,Ignyte Acquisition Corp - Units (1 Ord & 1/2 War),Financials,US Equity,Units,Micro cap,"$33,668,250","6,697",Analyze
BRAC,Broad Capital Acquisition Corp,Financials,US Equity,Common stocks,Micro cap,"$31,434,327","1,040",Analyze
BRACR,Broad Capital Acquisition Corp Rights,Financials,US Equity,Rights,Micro cap,"$31,434,327","4,089",Analyze
BRACU,Broad Capital Acquisition Corp - Units (1 Ord & 1 Rts),Financials,US Equity,Units,Micro cap,"$31,434,327","1,450",Analyze
CLAY,Chavant Capital Acquisition Corp.,Financials,US Equity,Common stocks,Micro cap,"$30,918,256",789,Analyze
CLAYU,Chavant Capital Acquisition Corp - Units (1 Ord Share & 3/4 War),Financials,US Equity,Units,Micro cap,"$30,918,256","4,270",Analyze
SWAG,Software Acquisition Group Inc. III Class A,Financials,US Equity,Common stocks,Micro cap,"$30,416,928","38,185",Analyze
ADRT,Ault Disruptive Technologies Corporation,Financials,US Equity,Common stocks,Micro cap,"$29,986,250","7,741",Analyze
ADRT=,Ault Disruptive Technologies Corp - Units (1 Ord Share & 3/4 War),Financials,US Equity,Units,Micro cap,"$29,986,250","1,354",Analyze
NRAC,Noble Rock Acquisition Corporation - Class A,Financials,US Equity,Common stocks,Micro cap,"$29,949,323","32,837",Analyze
NRACU,Northern Revival Acquisition Corp - Units (1 Ord Class A & 1/3 War),Financials,US Equity,Units,Micro cap,"$29,949,323","7,037",Analyze
TBSAU,TB SA Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Financials,US Equity,Units,Micro cap,"$29,267,500",126,Analyze
SMX,SMX (Security Matters) Public Limited Company - Class A,Financials,US Equity,Common stocks,Micro cap,"$29,026,685","514,681",Analyze
PONOU,PONO Capital Corp - Units (1 Ord Share Class A & 3/4 War),Financials,US Equity,Units,Micro cap,"$28,056,336","1,825",Analyze
ADOC,Edoc Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Micro cap,"$27,870,750","1,333",Analyze
VTAQ,Ventoux CCM Acquisition Corp.,Financials,US Equity,Common stocks,Micro cap,"$27,837,590","282,612",Analyze
LAAAU,Lakeshore Acquisition I Corp - Units (1 Ord Share & 3/4 War),Financials,US Equity,Units,Micro cap,"$27,407,225",341,Analyze
GLSPU,Global SPAC Partners Co - Units (1 Subunit & 1/2 War),Financials,US Equity,Units,Micro cap,"$25,769,639","5,962",Analyze
OHAA,OPY Acquisition Corp. I - Class A,Financials,US Equity,Common stocks,Micro cap,"$24,943,871",700,Analyze
OHAAU,OPY Acquisition Corp I - Units (1 Ord Share Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$24,943,871",120,Analyze
UPTD,TradeUP Acquisition Corp.,Financials,US Equity,Common stocks,Micro cap,"$24,440,861","7,912",Analyze
UPTDU,TradeUP Acquisition Corp.,Financials,US Equity,Units,Micro cap,"$24,440,861",785,Analyze
RAM,Aries I Acquisition Corporation - Class A,Financials,US Equity,Common stocks,Micro cap,"$24,338,215","24,757",Analyze
RAMMU,Aries I Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$24,338,215","1,086",Analyze
AGBAU,"Agba Acquisition Ltd - Unit (1 Ordinary share ,1 Wrt , & 1 Rts )",Financials,US Equity,Units,Micro cap,"$22,647,023","4,417",Analyze
CRU,Crucible Acquisition Corporation Class A,Financials,US Equity,Common stocks,Micro cap,"$22,612,500","85,276",Analyze
CRU=,Crucible Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Financials,US Equity,Units,Micro cap,"$22,545,000","3,367",Analyze
BSGA,Blue Safari Group Acquisition Corp. Class A Ordinary Share,Financials,US Equity,Common stocks,Micro cap,"$22,152,435","6,043",Analyze
BSGAR,Blue Safari Group Acquisition Corp. Right,Financials,US Equity,Rights,Micro cap,"$22,152,435","2,531",Analyze
BSGAU,Blue Safari Group Acquisition Corp - Units (1 Ord Class A & 1 Right),Financials,US Equity,Units,Micro cap,"$22,152,435",400,Analyze
JWSM,Jaws Mustang Acquisition Corp. Class A,Financials,US Equity,Common stocks,Micro cap,"$21,015,104","17,363",Analyze
GRCY,Greencity Acquisition Corporation,Financials,US Equity,Common stocks,Micro cap,"$20,578,272","2,803",Analyze
GRCYU,Greencity Acquisition Corp - Units (1 Ord Share & 1 War),Financials,US Equity,Units,Micro cap,"$20,578,272",600,Analyze
MTAC,MedTech Acquisition Corporation Class A,Financials,US Equity,Common stocks,Micro cap,"$20,022,576",309,Analyze
MTACU,MedTech Acquisition Corp - Units (1 Ord Share Class A & 1/3 War),Financials,US Equity,Units,Micro cap,"$20,022,576",606,Analyze
BRLI,Brilliant Acquisition Corporation,Financials,US Equity,Common stocks,Micro cap,"$19,802,390","4,279",Analyze
BRLIU,Brilliant Acquisition Corp - Unit (1 Ordinary share 1 War and 1 Rts),Financials,US Equity,Units,Micro cap,"$19,802,390",100,Analyze
MPACR,Model Performance Acquisition Corp. Right,Financials,US Equity,Rights,Micro cap,"$17,812,000","190,392",Analyze
MPACU,"Model Performance Acquisition Corp - Units (1 Ord Class A , 1/2 War, 1 Rts)",Financials,US Equity,Units,Micro cap,"$17,812,000","34,677",Analyze
ACEVU,ACE Convergence Acquisition Corp - Units (1 Ord Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$16,649,158",858,Analyze
BHSEU,Bull Horn Holdings Corp - Unit (1 Ordinary share & 1 War),Financials,US Equity,Units,Micro cap,"$16,321,361","5,787",Analyze
KINZU,KINS Technology Group Inc - Units (1 Ord Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$16,307,128",600,Analyze
MCAE,Mountain Crest Acquisition Corp. III,Financials,US Equity,Common stocks,Micro cap,"$16,056,067","171,885",Analyze
LCAPU,Lionheart Acquisition Corp II - Units (1 Ord Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$15,879,539","6,106",Analyze
LSPRU,Larkspur Health Acquisition Corp - Units (1 Ord Share Class A & 3/4 War),Financials,US Equity,Units,Micro cap,"$15,711,725","7,341",Analyze
MAAQR,Mana Capital Acquisition Corp. Rights,Financials,US Equity,Rights,Micro cap,"$15,681,250","1,513,228",Analyze
MAAQU,Mana Capital Acquisition Corp - Units (1 Ord Share & 1/2 War & 1 Right),Financials,US Equity,Units,Micro cap,"$15,681,250",299,Analyze
OXAC,Oxbridge Acquisition Corp. Class A,Financials,US Equity,Common stocks,Micro cap,"$13,976,455","8,983",Analyze
OXACU,Oxbridge Acquisition Corp - Units (1 Ord Class A & 1 War),Financials,US Equity,Units,Micro cap,"$13,976,455","1,740",Analyze
OLIT,OmniLit Acquisition Corp. Class A,Financials,US Equity,Common stocks,Micro cap,"$13,750,100","5,269",Analyze
OLITU,OmniLit Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$13,750,100","3,569",Analyze
GPCOR,Golden Path Acquisition Corporation Rights,Financials,US Equity,Rights,Micro cap,"$12,231,650","206,467",Analyze
GPCOU,"Golden Path Acquisition Corp - Units (1 Ord, 1 Right & 1 War)",Financials,US Equity,Units,Micro cap,"$12,231,650",444,Analyze
DUNE,Dune Acquisition Corporation - Class A,Financials,US Equity,Common stocks,Micro cap,"$11,702,335",181,Analyze
DUNEU,Dune Acquisition Corporation - Units (1 Ord Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$11,702,335",350,Analyze
VTAQU,Ventoux CCM Acquisition Corp.,Financials,US Equity,Units,Micro cap,"$11,413,412",745,Analyze
MCAER,Mountain Crest Acquisition Corp. III Right,Financials,US Equity,Rights,Micro cap,"$10,951,724","1,299,359",Analyze
MCAEU,Etao International Co Ltd. - Units (1 Ord Share & 1 Right ),Financials,US Equity,Units,Micro cap,"$10,951,724","1,253",Analyze
VENAR,Venus Acquisition Corporation Rights,Financials,US Equity,Rights,Micro cap,"$10,285,000","26,956",Analyze
VENAU,Venus Acquisition Corporation Units,Financials,US Equity,Units,Micro cap,"$10,285,000","4,998",Analyze
LEAP,"Ribbit LEAP, Ltd. Class A",Financials,US Equity,Common stocks,Micro cap,"$10,070,100","7,976",Analyze
KINZ,KINS Technology Group Inc. - Class A,Financials,US Equity,Common stocks,Micro cap,"$9,614,015","34,675",Analyze
AGBA,AGBA Acquisition Limited,Financials,US Equity,Common stocks,Micro cap,"$9,333,606","49,315",Analyze
AMAO,American Acquisition Opportunity Inc. Class A,Financials,US Equity,Common stocks,Micro cap,"$7,534,426","17,251",Analyze
AMAOU,American Acquisition Opportunity Inc - Units (1 Ord Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$7,534,426","2,245",Analyze
INKA,KludeIn I Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Micro cap,"$6,440,305","48,217",Analyze
INKAU,KludeIn I Acquisition Corp - Units (1 Ord Share Class A & 1/2 War),Financials,US Equity,Units,Micro cap,"$6,440,305","2,020",Analyze
ADRA,Adara Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"3,127",Analyze
AEAC,Authentic Equity Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"33,125",Analyze
AEHA,Aesther Healthcare Acquisition Corp Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,290,718",Analyze
AFAQ,AF Acquisition Corp.,Financials,US Equity,Common stocks,Unknown,$0,115,Analyze
AKIC,Sports Ventures Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"116,595",Analyze
ARCK,Arbor Rapha Capital Bioholdings Corp. I Class A,Financials,US Equity,Common stocks,Unknown,$0,"24,465",Analyze
ARGU,Argus Capital Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,786,Analyze
ASAX,Astrea Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"17,944",Analyze
ASPC,Alpha Capital Acquisition Company - One Class A,Financials,US Equity,Common stocks,Unknown,$0,"395,433",Analyze
BENE,Benessere Capital Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"20,260",Analyze
BIOT,Biotech Acquisition Company - Class A,Financials,US Equity,Common stocks,Unknown,$0,"44,434",Analyze
BLSA,BCLS Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"4,694",Analyze
BLTS,Bright Lights Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,200",Analyze
BREZ,Breeze Holdings Acquisition Corp.,Financials,US Equity,Common stocks,Unknown,$0,"10,444",Analyze
BSKY,"Big Sky Growth Partners, Inc. Class A",Financials,US Equity,Common stocks,Unknown,$0,"19,626",Analyze
CETU,Cetus Capital Acquisition Corp. Class A,Financials,US Equity,Common stocks,Small cap,$0,0,Analyze
CETUR,Cetus Capital Acquisition Corp. Right to receive 1/6 of one share of Class A,Financials,US Equity,Common stocks,Small cap,$0,0,Analyze
CLRM,Clarim Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"7,200",Analyze
COLI,Colicity Inc. Class A,Financials,US Equity,Common stocks,Unknown,$0,"7,445",Analyze
COVA,COVA Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"43,352",Analyze
CPAQ,Counter Press Acquisition Corporation - Class A,Financials,US Equity,Common stocks,Unknown,$0,"64,002",Analyze
CPAR,Catalyst Partners Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"2,915",Analyze
CTAQ,Carney Technology Acquisition Corp. II Class A,Financials,US Equity,Common stocks,Unknown,$0,"344,122",Analyze
DAOO,Crypto 1 Acquisition Corp Class A,Financials,US Equity,Common stocks,Unknown,$0,"10,609",Analyze
DHBC,DHB Capital Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"22,940",Analyze
DILA,DILA Capital Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"3,068",Analyze
DISTU,"Distoken Acquisition Corp - Units (1 Ord Class A, 1 Right & 1 War)",Financials,US Equity,Units,Unknown,$0,"29,569",Analyze
DLCA,Deep Lake Capital Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"250,837",Analyze
DRAY,Macondray Capital Acquisition Corp. I Class A,Financials,US Equity,Common stocks,Unknown,$0,"5,647",Analyze
DTRT,DTRT Health Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,860",Analyze
EDNC,Endurance Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"116,601",Analyze
EFHT,EF Hutton Acquisition Corporation I,Financials,US Equity,Common stocks,Unknown,$0,"11,403",Analyze
EFHTR,EF Hutton Acquisition Corporation I Rights,Financials,US Equity,Common stocks,Unknown,$0,"495,000",Analyze
EJFA,EJF Acquisition Corp. Class A ordinary share,Financials,US Equity,Common stocks,Unknown,$0,"355,622",Analyze
EPHY,Epiphany Technology Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"41,455",Analyze
ETAC,E.Merge Technology Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"48,921",Analyze
FINM,Marlin Technology Corporation - Class A,Financials,US Equity,Common stocks,Unknown,$0,"117,134",Analyze
FOXW,FoxWayne Enterprises Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,331,Analyze
FRON,Frontier Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"21,994",Analyze
FRW,PWP Forward Acquisition Corp. I Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,110",Analyze
FSSI,Fortistar Sustainable Solutions Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"2,017",Analyze
FTAA,FTAC Athena Acquisition Corp. Class A Ordinary Share,Financials,US Equity,Common stocks,Unknown,$0,"460,591",Analyze
FTCV,FinTech Acquisition Corp. V Class A,Financials,US Equity,Common stocks,Unknown,$0,"44,120",Analyze
FTPA,FTAC Parnassus Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"119,147",Analyze
FVAM,5:01 Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"519,323",Analyze
GACQ,Global Consumer Acquisition Corp.,Financials,US Equity,Common stocks,Unknown,$0,"11,528",Analyze
GAPA,G&P Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"17,500",Analyze
GGGV,G3 VRM Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"2,547",Analyze
GGGVR,G3 VRM Acquisition Corp. Rights,Financials,US Equity,Rights,Unknown,$0,"111,688",Analyze
GGPI,"Gores Guggenheim, Inc. Class A",Financials,US Equity,Common stocks,Unknown,$0,"4,050,977",Analyze
GIIX,"Gores Holdings VIII, Inc. Class A",Financials,US Equity,Common stocks,Unknown,$0,"82,744",Analyze
GIW,"GigInternational1, Inc.",Financials,US Equity,Common stocks,Unknown,$0,"5,372",Analyze
GLAQ,Globis Acquisition Corp.,Financials,US Equity,Common stocks,Unknown,$0,"27,176",Analyze
GLHA,Glass Houses Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"7,055",Analyze
GLSPT,Global SPAC Partners Co. Subunit (1 class A share and 1/4 warrant),Financials,US Equity,Common stocks,Unknown,$0,"265,442",Analyze
GOBI,Gobi Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,480,Analyze
GSAQ,Global Synergy Acquisition Corp.,Financials,US Equity,Common stocks,Unknown,$0,115,Analyze
GSEV,"Gores Holdings VII, Inc. Class A",Financials,US Equity,Common stocks,Unknown,$0,"196,261",Analyze
GTPB,"Gores Technology Partners II, Inc. Class A",Financials,US Equity,Common stocks,Unknown,$0,"117,089",Analyze
GWII,Good Works II Acquisition Corp.,Financials,US Equity,Common stocks,Unknown,$0,"2,492",Analyze
GXII,GX Acquisition Corp. II Class A,Financials,US Equity,Common stocks,Unknown,$0,"137,841",Analyze
HAAC,Health Assurance Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"496,467",Analyze
HCIC,Hennessy Capital Investment Corp. V  - Class A,Financials,US Equity,Common stocks,Unknown,$0,"6,801",Analyze
HIII,Hudson Executive Investment Corp. III Class A,Financials,US Equity,Common stocks,Unknown,$0,"130,003",Analyze
HLAH,"Hamilton Lane Alliance Holdings I, Inc. - Class A",Financials,US Equity,Common stocks,Unknown,$0,"1,001,919",Analyze
HMCO,HumanCo Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,344,984",Analyze
HYAC,HAYMAKER ACQUISITION CORP. III Class A,Financials,US Equity,Common stocks,Unknown,$0,"28,791",Analyze
IGAC,IG Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"5,100",Analyze
IIII,INSU Acquisition Corp. III Class A,Financials,US Equity,Common stocks,Unknown,$0,"167,791",Analyze
ISAA,Iron Spark I Inc.,Financials,US Equity,Common stocks,Unknown,$0,"22,799",Analyze
ISLE,Isleworth Healthcare Acquisition Corporation,Financials,US Equity,Common stocks,Unknown,$0,"235,597",Analyze
ITQ,Itiquira Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"66,025",Analyze
JOFF,JOFF Fintech Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"84,245",Analyze
JYAC,Jiya Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,461",Analyze
KAIR,Kairos Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"2,704",Analyze
KCA=,Kensington Capital Acquisition Corp IV - Units (1Ord Class A &1Class 2 war),Financials,US Equity,Units,Unknown,$0,"4,358",Analyze
KLAQ,KL Acquisition Corp Class A,Financials,US Equity,Common stocks,Unknown,$0,"3,674",Analyze
KSI,Kadem Sustainable Impact Corporation - Class A,Financials,US Equity,Common stocks,Unknown,$0,"230,331",Analyze
KWAC,Kingswood Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,100,Analyze
LCAP,Lionheart Acquisition Corp. II - Class A,Financials,US Equity,Common stocks,Unknown,$0,"366,621",Analyze
LEGA,"Lead Edge Growth Opportunities, Ltd Class A",Financials,US Equity,Common stocks,Unknown,$0,"327,236",Analyze
LFTR,Lefteris Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"7,867",Analyze
LGAC,Lazard Growth Acquisition Corp. I,Financials,US Equity,Common stocks,Unknown,$0,"17,804",Analyze
LMACA,Liberty Media Acquisition Corporation Series A,Financials,US Equity,Common stocks,Unknown,$0,"52,152",Analyze
LUXA,Lux Health Tech Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"2,479,648",Analyze
MON,Monument Circle Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"26,349",Analyze
MSAC,Medicus Sciences Acquisition Corp. Class A Ordinary Share,Financials,US Equity,Common stocks,Unknown,$0,"1,522",Analyze
MUDS,Mudrick Capital Acquisition Corporation II - Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,132,866",Analyze
NAAC,North Atlantic Acquisition Corporation Class A Ordinary Share,Financials,US Equity,Common stocks,Unknown,$0,500,Analyze
NDAC,NightDragon Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"59,135",Analyze
NEE-R,"NextEra Energy, Inc. 6.926% Corporate Units",Financials,US Equity,Units,Unknown,$0,0,Analyze
NMMC,North Mountain Merger Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"41,845",Analyze
NOAC,Natural Order Acquisition Corp.,Financials,US Equity,Common stocks,Unknown,$0,"100,641",Analyze
NVSA,New Vista Acquisition Corp Class A,Financials,US Equity,Common stocks,Unknown,$0,"15,484",Analyze
OAKUU,Oak Woods Acquisition Corp - Units (1 Ord Class A & 1 War 1 Right ),Financials,US Equity,Units,Unknown,$0,"4,891,477",Analyze
OEPW,One Equity Partners Open Water I Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"4,024",Analyze
OHPA,Orion Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"23,662",Analyze
OMEG,Omega Alpha SPAC - Class A,Financials,US Equity,Common stocks,Unknown,$0,"33,021",Analyze
OSTR,Oyster Enterprises Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,730,Analyze
PACX,Pioneer Merger Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,852,693",Analyze
PAFO,Pacifico Acquisition Corp.,Financials,US Equity,Common stocks,Unknown,$0,"112,395",Analyze
PAFOR,Pacifico Acquisition Corp. Rights,Financials,US Equity,Rights,Unknown,$0,"7,250",Analyze
PCX,Parsec Capital Acquisitions Corp Class A,Financials,US Equity,Common stocks,Unknown,$0,"53,305",Analyze
PHIC,"Population Health Investment Co., Inc. - Class A",Financials,US Equity,Common stocks,Unknown,$0,"1,048",Analyze
PICC,Pivotal Investment Corporation III Class A,Financials,US Equity,Common stocks,Unknown,$0,"7,318",Analyze
PMVC,PMV Consumer Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,720,Analyze
POW,Powered Brands - Class A,Financials,US Equity,Common stocks,Unknown,$0,"8,773",Analyze
PSAG,Property Solutions Acquisition Corporation II Class A,Financials,US Equity,Common stocks,Unknown,$0,"15,755",Analyze
RACB,Research Alliance Corp. II - Class A,Financials,US Equity,Common stocks,Unknown,$0,"13,525",Analyze
RCHG,Recharge Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"4,257",Analyze
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A,Financials,US Equity,Common stocks,Unknown,$0,371,Analyze
RICO,Agrico Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"25,738",Analyze
RVAC,Riverview Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,102,186",Analyze
RXRA,RXR Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"309,638",Analyze
SANB,Sanaby Health Acquisition Corp. I - Class A,Financials,US Equity,Common stocks,Unknown,$0,"113,173",Analyze
SBXC=,SilverBox Corp III - Units (1 Ord Share Class A & 1/3 War),Financials,US Equity,Units,Unknown,$0,"56,863",Analyze
SCLE,Broadscale Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"26,325",Analyze
SCOA,ScION Tech Growth I - Class A,Financials,US Equity,Common stocks,Unknown,$0,"114,079",Analyze
SCOB,ScION Tech Growth II Class A,Financials,US Equity,Common stocks,Unknown,$0,"101,666",Analyze
SHAC,SCP & CO Healthcare Acquisition Company Class A,Financials,US Equity,Common stocks,Unknown,$0,"2,682",Analyze
SHCA,Spindletop Health Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"3,256",Analyze
SHQA,Shelter Acquisition Corporation I - Class A,Financials,US Equity,Common stocks,Unknown,$0,"11,783",Analyze
SIER,Sierra Lake Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"100,224",Analyze
SPK,SPK Acquisition Corp,Financials,US Equity,Common stocks,Unknown,$0,"33,515",Analyze
SPKAR,SPK Acquisition Corp - Right,Financials,US Equity,Rights,Unknown,$0,"339,476",Analyze
SPTK,SportsTek Acquisition Corp. Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,224",Analyze
SRSA,Sarissa Capital Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"7,304",Analyze
SSAA,Science Strategic Acquisition Corp. Alpha - Class A,Financials,US Equity,Common stocks,Unknown,$0,"1,159",Analyze
SVFA,SVF Investment Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"2,093,272",Analyze
SWET,Athlon Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"478,669",Analyze
TBSA,TB SA Acquisition Corp Class A Ordinary Share,Financials,US Equity,Common stocks,Unknown,$0,"21,879",Analyze
TEKK,Tekkorp Digital Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"34,735",Analyze
TENK,TenX Keane Acquisition,Financials,US Equity,Common stocks,Unknown,$0,"19,709",Analyze
THAC,Thrive Acquisition Corporation Class A,Financials,US Equity,Common stocks,Unknown,$0,"7,588",Analyze
THCA,Tuscan Holdings Corp. II,Financials,US Equity,Common stocks,Unknown,$0,310,Analyze
TMPM,Turmeric Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"15,659",Analyze
TSIB,Tishman Speyer Innovation Corp. II Class A,Financials,US Equity,Common stocks,Unknown,$0,845,Analyze
TZPS,TZP Strategies Acquisition Corp. - Class A,Financials,US Equity,Common stocks,Unknown,$0,"385,444",Analyze
NVDA,Nvidia Corp,Information Technology,US Equity,Common stocks,Large cap,"$671,617,700,000","52,674,060",Analyze
TSM,Taiwan Semiconductor Manufacturing Co Ltd ADRs,Information Technology,US Equity,ADRs,Large cap,"$490,590,845,820","11,028,161",Analyze
AVGO,Broadcom Inc.,Information Technology,US Equity,Common stocks,Large cap,"$266,510,113,739","2,989,893",Analyze
TXN,Texas Instrument Inc,Information Technology,US Equity,Common stocks,Large cap,"$163,370,780,723","5,203,101",Analyze
AMD,Advanced Micro Devices Inc,Information Technology,US Equity,Common stocks,Large cap,"$161,590,010,401","68,256,642",Analyze
QCOM,Qualcomm Inc,Information Technology,US Equity,Common stocks,Large cap,"$138,427,250,000","8,121,627",Analyze
INTC,Intel Corporation Corp,Information Technology,US Equity,Common stocks,Large cap,"$120,097,110,000","54,121,120",Analyze
ADI,Analog Devices Inc,Information Technology,US Equity,Common stocks,Large cap,"$95,833,755,936","3,471,345",Analyze
MU,Micron Technology Inc,Information Technology,US Equity,Common stocks,Large cap,"$66,932,769,700","15,057,296",Analyze
NXPI,NXP Semiconductors Nv,Information Technology,US Equity,Common stocks,Large cap,"$47,242,913,396","1,820,122",Analyze
STM,STMicroelectronics NV ADRs,Information Technology,US Equity,ADRs,Large cap,"$46,347,494,075","4,022,435",Analyze
MCHP,Microchip Technology Inc,Information Technology,US Equity,Common stocks,Large cap,"$45,083,602,323","5,167,032",Analyze
GFS,GlobalFoundries Inc,Information Technology,US Equity,Common stocks,Large cap,"$37,090,922,187","1,243,138",Analyze
MRVL,Marvell Technology Group Ltd,Information Technology,US Equity,Common stocks,Large cap,"$36,229,732,000","17,099,819",Analyze
ON,ON Semiconductor Corp,Information Technology,US Equity,Common stocks,Large cap,"$34,976,441,430","7,538,610",Analyze
MPWR,Monolithic Power Systems Inc,Information Technology,US Equity,Common stocks,Large cap,"$24,149,202,500","434,968",Analyze
UMC,United Microelectronics Corp ADRs,Information Technology,US Equity,ADRs,Large cap,"$22,008,358,240","7,140,726",Analyze
SWKS,Skyworks Solutions Inc,Information Technology,US Equity,Common stocks,Large cap,"$18,498,234,654","1,643,636",Analyze
ASX,Advanced Semiconductor Engineering Inc ADRs,Information Technology,US Equity,ADRs,Large cap,"$16,966,738,674","6,450,180",Analyze
LSCC,Lattice Semiconductor Corp,Information Technology,US Equity,Common stocks,Large cap,"$12,926,311,804","1,597,084",Analyze
QRVO,"Qorvo, Inc.",Information Technology,US Equity,Common stocks,Large cap,"$10,236,646,241","1,280,402",Analyze
ALGM,"Allegro MicroSystems, Inc.",Information Technology,US Equity,Common stocks,Mid cap,"$9,071,746,845","1,609,867",Analyze
